0,1,2,3,4,5,6
2267.817,83.151924,75.339279,71.389931,99.248512,83.91169,70.128807
2276.243,82.98307,75.27343,71.363945,98.803284,83.72789,70.126183
2284.67,82.789497,75.166817,71.261436,98.399994,83.56855,70.119339
2293.098,82.581177,75.055328,71.208817,98.007339,83.392212,70.061348
2301.525,82.393799,74.940468,71.159698,97.6306,83.217438,70.029663
2309.949,82.230682,74.893623,71.15593,97.362984,83.022369,69.948814
2318.377,82.132225,74.755806,71.035263,96.995979,82.827614,69.909988
2326.805,82.10878,74.673492,71.075089,96.83313,82.644173,69.832268
2335.232,81.987244,74.5644,70.94236,96.628014,82.468391,69.787857
2343.66,81.993103,74.49968,70.857925,96.513512,82.295006,69.740585
2352.089,81.963219,74.38504,70.809258,96.403229,82.099464,69.578079
2360.517,81.952591,74.264671,70.728958,96.393196,81.964775,69.53508
2368.945,82.045815,74.237785,70.698166,96.403259,81.8134,69.491234
2377.374,82.035034,74.120689,70.590904,96.480072,81.687927,69.417793
2385.802,82.170891,74.127243,70.611664,96.548988,81.559853,69.307381
2394.23,82.246506,74.03717,70.531876,96.69532,81.454277,69.259109
2402.657,82.372818,73.994537,70.45417,96.822281,81.392464,69.144119
2411.085,82.491257,73.978416,70.409851,97.025826,81.265213,69.051247
2419.514,82.583771,73.958603,70.37307,97.233147,81.239792,69.002899
2427.942,82.7547,73.888382,70.317268,97.476974,81.213104,68.923027
2436.369,82.934395,73.856476,70.257156,97.705421,81.162598,68.860359
2444.797,83.016167,73.836006,70.242874,98.021324,81.19426,68.862907
2453.226,83.241974,73.882233,70.265747,98.305138,81.163933,68.80278
2461.653,83.429619,73.877052,70.247719,98.628799,81.164032,68.739609
2470.081,83.634476,73.883316,70.260178,98.96711,81.188744,68.650154
2478.509,83.80114,73.892433,70.116196,99.300186,81.24234,68.615044
2486.936,84.012314,73.901794,70.145042,99.667557,81.336174,68.618553
2495.364,84.212273,73.938202,70.169998,99.961426,81.374077,68.560181
2503.792,84.550285,74.021797,70.199524,100.400841,81.456177,68.550133
2512.221,84.669365,74.084389,70.188568,100.814911,81.571007,68.523987
2520.649,84.912659,74.12648,70.213028,101.187767,81.640694,68.513435
2529.076,85.077202,74.156342,70.228004,101.53627,81.76062,68.452957
2537.503,85.280434,74.219337,70.211716,101.960075,81.832169,68.448624
2545.922,85.544785,74.24601,70.236778,102.387611,82.004311,68.515083
2554.351,85.792084,74.361252,70.264748,102.790421,82.119263,68.510597
2562.777,86.018852,74.456657,70.317322,103.210091,82.321251,68.531021
2571.205,86.220428,74.554855,70.312645,103.627228,82.46447,68.570389
2579.634,86.429375,74.627625,70.366417,104.065605,82.629837,68.538361
2588.062,86.702049,74.695053,70.423553,104.505066,82.804665,68.567368
2596.488,86.953514,74.796745,70.486542,104.900024,82.956573,68.620216
2604.915,87.187813,74.855614,70.495461,105.367119,83.175598,68.668869
2613.344,87.366684,74.947578,70.552376,105.766502,83.395256,68.707382
2621.772,87.547768,75.04081,70.559708,106.151703,83.534729,68.763153
2630.2,87.793121,75.183769,70.67382,106.540619,83.725296,68.807632
2638.629,87.922371,75.278862,70.737083,106.906776,83.941162,68.920494
2647.054,87.913177,75.259377,70.636696,107.112801,84.076508,68.939331
2655.483,88.090889,75.463333,70.856987,107.349319,84.295242,68.972977
2663.91,88.10096,75.488281,70.891548,107.567177,84.532639,69.059196
2672.339,88.179687,75.703629,70.931183,107.662498,84.681656,69.072884
2680.768,88.19957,75.742271,71.038818,107.761719,84.875832,69.11702
2689.194,88.188286,75.846031,71.116241,107.817101,85.044464,69.250015
2697.623,88.176147,75.961067,71.178825,107.810287,85.224434,69.323502
2706.051,88.112152,76.029396,71.243721,107.735077,85.317841,69.417763
2714.478,88.050507,76.111305,71.349258,107.628593,85.39241,69.475769
2722.905,87.990395,76.153725,71.382973,107.539452,85.540375,69.597244
2731.333,87.906372,76.228409,71.416664,107.413551,85.666817,69.649551
2739.762,87.717224,76.224274,71.492043,107.208084,85.74511,69.658325
2748.19,87.624084,76.337975,71.543434,107.01619,85.782722,69.773148
2756.618,87.506485,76.305359,71.583679,106.782524,85.793823,69.910522
2765.046,87.390839,76.350288,71.633667,106.511879,85.814087,69.9459
2773.475,87.098839,76.277596,71.632446,106.250076,85.863747,70.013397
2781.901,86.961433,76.327599,71.684067,105.972282,85.880981,70.111984
2790.33,86.81414,76.356277,71.651566,105.646217,85.851921,70.102882
2798.759,86.626411,76.380547,71.746643,105.368202,85.836029,70.2062
2807.187,86.455025,76.321915,71.753319,105.023674,85.796333,70.289848
2815.614,86.280891,76.296516,71.733871,104.692696,85.745705,70.325668
2824.043,85.999947,76.278305,71.74453,104.337654,85.69912,70.327492
2832.471,85.966133,76.245216,71.768959,103.945137,85.568001,70.350746
2840.899,85.635124,76.219826,71.755257,103.579865,85.516167,70.381927
2849.326,85.469963,76.176773,71.752747,103.195427,85.408081,70.350037
2857.754,85.270462,76.175934,71.775505,102.835739,85.336655,70.443451
2866.183,84.965378,76.019661,71.704697,102.433113,85.175705,70.444916
2874.611,84.741898,75.936874,71.661995,102.050858,85.101913,70.488983
2883.04,84.567223,75.89183,71.707474,101.649872,84.962418,70.443115
2891.467,84.345718,75.812141,71.714615,101.193466,84.813156,70.394821
2899.896,84.078468,75.708054,71.603401,100.819878,84.694084,70.342529
2908.324,83.815994,75.64447,71.591599,100.396172,84.51664,70.348335
2916.752,83.627373,75.600349,71.560303,99.99218,84.394478,70.329399
2925.181,83.374176,75.477509,71.457832,99.575333,84.190666,70.304039
2933.608,83.166687,75.398933,71.445702,99.156006,84.04554,70.330894
2942.036,82.962479,75.294777,71.419662,98.738625,83.84037,70.272064
2950.464,82.784218,75.226845,71.371887,98.329338,83.663124,70.165039
2958.892,82.607582,75.084702,71.291817,97.985794,83.453323,70.102486
2967.32,82.500053,75.025581,71.257431,97.64859,83.290146,70.040001
2975.748,82.292007,74.814461,71.033897,97.422646,83.110886,69.989868
2984.176,82.28904,74.808281,71.079964,97.186974,82.883842,69.970329
2992.604,82.214996,74.675629,71.039406,97.037643,82.676048,69.843506
3001.031,82.169975,74.630852,70.980179,96.913811,82.525261,69.806892
3009.459,82.202881,74.507492,70.907211,96.862213,82.379677,69.752579
3017.885,82.278343,74.474068,70.878136,96.834984,82.223495,69.719513
3026.313,82.309219,74.380058,70.794655,96.807037,82.05056,69.582352
3034.741,82.322159,74.284843,70.712013,96.908577,81.918022,69.573608
3043.17,82.417198,74.257477,70.647507,96.963112,81.794655,69.547676
3051.598,82.546196,74.26725,70.687996,97.135048,81.684288,69.442581
3060.025,82.63662,74.158058,70.590912,97.256073,81.579391,69.232254
3068.453,82.780869,74.124649,70.549934,97.505051,81.575714,69.246674
3076.882,82.858727,74.127754,70.504227,97.696411,81.544006,69.16568
3085.309,83.049332,74.085899,70.481842,97.937332,81.464851,69.131226
3093.736,83.188965,74.03228,70.429115,98.214256,81.435699,69.075485
3102.165,83.328568,74.028572,70.39447,98.469772,81.411133,69.023407
3110.594,83.519394,74.01693,70.366783,98.786964,81.428612,68.980141
3119.021,83.713425,74.06073,70.320068,99.093071,81.433647,68.882019
3127.448,83.9077,74.068108,70.348984,99.448715,81.506462,68.882401
3135.876,84.123833,74.09845,70.34404,99.753502,81.524757,68.823441
3144.304,84.297493,74.145241,70.293671,100.151398,81.588341,68.812523
3152.733,84.462204,74.245636,70.296227,100.484169,81.679054,68.752174
3161.161,84.747635,74.202209,70.264717,100.837639,81.756805,68.721497
3169.588,84.858116,74.252312,70.324455,101.226204,81.834984,68.732506
3178.015,85.234253,74.353767,70.366814,101.647629,81.979431,68.710976
3186.443,85.33242,74.348488,70.31752,102.071671,82.124779,68.731163
3194.872,85.636719,74.441628,70.395332,102.446114,82.19857,68.730217
3203.301,85.804504,74.485703,70.382805,102.849136,82.335045,68.739227
3211.729,86.068161,74.510941,70.447021,103.261902,82.481583,68.7388
3220.156,86.313881,74.633736,70.458923,103.657059,82.629341,68.742584
3228.585,86.520706,74.712639,70.515404,104.108376,82.801811,68.766029
3237.014,86.756996,74.784058,70.532516,104.549751,82.953316,68.8022
3245.442,86.958496,74.87114,70.554306,104.971741,83.122398,68.838516
3253.868,87.227531,74.986679,70.619461,105.360649,83.313179,68.881393
3262.296,87.420082,75.039139,70.642365,105.746704,83.448547,68.778091
3270.725,87.642792,75.138641,70.676353,106.199356,83.646416,68.88443
3279.153,87.832008,75.269096,70.757576,106.564644,83.824783,68.878883
3287.582,88.01635,75.394661,70.808685,106.941025,84.074394,68.938141
3296.01,88.153595,75.484673,70.922783,107.225647,84.212395,69.021744
3304.439,88.150932,75.505165,70.881866,107.511246,84.44558,69.070976
3312.867,88.345177,75.684586,71.06086,107.676682,84.606262,69.124298
3321.296,88.320061,75.728485,71.078194,107.867561,84.762321,69.17276
3329.724,88.34169,75.866463,71.139885,107.988731,84.955742,69.312187
3338.15,88.345932,75.996033,71.196381,108.057892,85.11142,69.361626
3346.578,88.392509,76.0849,71.311157,108.068115,85.297493,69.454956
3355.006,88.354675,76.130547,71.408829,108.047485,85.452301,69.612869
3363.435,88.200577,76.176079,71.383339,107.97361,85.571136,69.651825
3371.862,88.22319,76.285713,71.466408,107.882591,85.677338,69.737999
3380.291,88.111588,76.302399,71.535347,107.711563,85.758636,69.785973
